userName,score,at,content
Umar Fauzi Ballah,1,2022-10-20 13:54:29,Aplikasi apaan ini. Ini aplikasi milik negara ya? Cocok menggambarkan kondisi negara. Buka sertifikat sj gak jelas muncul apa. Kayak kafan. Emang perlu divaksinasi nih aplikasi.
Irfan Muhamad,1,2022-10-20 08:15:59,Aduh gimana ini susah masuk ke aplikasi karna mau masuk harus pake nomer yang sydah terdaftar. Sedangkang nomer yang sudah terdaftar sebelumnya sudah tidak akif
Bang iCaL,1,2022-10-20 02:16:05,"Download sertifikat tidak bisa,tulisan unduh tidak ada lg,sertifikat kalau di buka jd setengah"
Eka Adi Permana,2,2022-10-20 00:41:55,"Ini buruk terlalu sering minta upgrade dalam waktu dekat, Dan jika tidak di upgrade apk tidak bisa di gunakan, terkesan memaksa untuk upgrade."
yudhi fathoni,1,2022-10-20 00:07:20,"Setiap di update selalu lemot untuk dibuka pada tampilan pertama, tolong bekerja professional, jika tidak ada aturan ini, kita juga tidak mau gunakan aplikasi ini."
abdilah musa,5,2022-10-19 23:44:49,"Akun saya kenapa gak bisa login min? nomer hp, email sudah benar, keterangan nya ""User not found"", saya daftar baru keterangan nya ""NIK sudah digunakan"", tolong min 🙏"
Nsuejqndnufe Hshduwjnzjf,5,2022-10-19 14:28:49,"Hp saya kena virus suka ada iklan tiba tiba,abistu kalo main tiba tiba keluar abistu muncul iklan.nah saya cari tu di yutub cara ngatasin nya eh gak berhasil saya kebetulan ada liat iklannya masarin pedulilindungi ya langsunglah saya donload eh sekarang gak ada iklan lagi MAKASIH PEDULI LIDUNGI"
El Amrullah,1,2022-10-19 14:23:58,"tidak bisa melakukan registrasi, padahal semua datanya udah sesuai sama yg ada di ktp, registrasi lewat website pedulilindungi juga tetap gabisa. ☹️👎"
Ikbal Muhammad Yusup,1,2022-10-19 03:18:57,Aplikasi minta update terus tapi pas dibuka susah banget dan liat sertifikat aja gk bisa sama sekali jadi aplikasi ini fungsinya buat apa kalo gk bisa dipake sama sekali?
Donny Yusuf s,1,2022-10-19 02:40:14,"Saya sudah vaksin bosster tapi knp ga ada yahhh sudah konfirmasi ada ko datanya, di aplikasinya aja ga kebaca"
Naimatun Aliyah,1,2022-10-18 23:40:04,"Tolong dong min ini aplikasinya gak bisa liat buat sertifikat vaksin. Untuk apa ada aplikasi tapi gak bisa buat apa"". Yg diupdate malah yg jarang digunain. Tolong min saya udh berkali"" Instal ulang aplikasi tapi ttp aja gak bisa biat liat malah gak ada tulisanya putih polos aja gmna nnti klo suruh nunjukin vaksinya untuk keperluan kerja."
Heri Rahmawan,5,2022-10-18 15:15:48,"Mau daftar kok susah sekali, notifikasi muncul untuk menyamakan nik dan nama,sudah berkali-kali gagal terus"
DERI2 HOAX,3,2022-10-18 14:00:42,sudah di swab ko gak masuk ke apl peduli lindungi..riwayat posyandu anak/istri jg gak ada..sedangkan peduli lindungi sama2 data mekes..potong dulu ach bintangnya 😀 kalo bagus tak download lagi..tak tambah 2lagi ☆☆
zefanya simanjuntak,1,2022-10-18 13:11:27,Mau download sertifikat kok ga bisa? Padahal udh pencet unduh sertifikat tapi pas dicek digaleri ga ada
Koma Ruddin,5,2022-10-18 11:51:21,"Bintang 2 aja dulu ya, karena aplikasinya kadang2 error, masak saya udah divaksin tapi sertifikatnya belum keluar, padahal semua data pribadi udah sesuai ktp. Divaksin bulan agustus sampai sekarang belum keluar sertifikatnya, malahan masih tiket antrian vaksin. Kira2 untuk masalah ini ada solusinya nggk? Thks"
Falambons Leaders,3,2022-10-18 09:41:59,"Menu tampilan utama sangat buruk , tolong bedakan antara Username dan Nama Pengguna, fasilitas Menu App sangat buruk not simple"
Opy Ramadhan,4,2022-10-18 07:27:08,"Min cara ganti nomor gimana ya min, soal nya nomor lama sudah hilang, mau login gak bisa, tolong dong min, mempermudahkan agar bisa nomor telepon lama yang ilang, di ganti nomor baru hanya menggunakan nik ktp saja"
Syarifah Kurniasari,1,2022-10-18 05:21:52,"Ini kenapa untuk buka sertifikat tidak bisa ya, jadi putih semua padahal sudah vaksin lengkap. Boleh minta solusi nya, terima kasih."
Park Yuni,5,2022-10-18 01:48:57,Bapak ibu tolong Kendala yg sangat merepotkan adlah ketika memasukkan TTL tangan sampai capek pas mau setting TTL. Tolong segera ditindak lanjuti agar masyarakat lebih mudah dlm mengisi data TTLnya. TERIMAKASIH
Ketty Lestari,1,2022-10-17 14:26:27,"tolong di bantu dong, sudah vaksin ke 3 tapi belom dapat sertifikat, sudah 5bulan lamanya, susah sekali ngurus kerja di indonesia kalau belom bersetifikat booster. paayahh"
Ryan Sidqie,1,2022-10-17 14:10:49,"Buka aplikasi yang lain dan youtube lancar, giliran buka ini malah loading terus, buka sertifikat aja gabisa bisa"
Ferry Susanto,1,2022-10-17 10:31:23,"Emang masih ada covid, negara lain sibuk perang !!! Gak jelas negara ini... Bebaskan kami beraktivitas tanpa cegatan karna aplikasi ini... Stop covid gak ada stop jual aplikasi. !!!"
Kamal Udin,1,2022-10-17 08:18:42,"Aplikasi error tidak bisa mengklaim sertifikat, tolong di perbaiki lgi karena rakyat sdh susah malah di tambah susah"
Delina Efendi,2,2022-10-17 08:03:38,"Pak, bu mohon maaf sebelum nya. saya merasa kurang nyaman kalo aplikasi ini terus di update sedangkan kalo kita ga update apk ini, kita ga bisa buka apk ini, saya merasa tidak nyaman karna harus terus mengupdate apk ini setiap kali ingin saya pakai, mohon di pertimbangkan lagi kedepan nya. Terimakasih"
Sahrul Ropia,1,2022-10-17 07:07:20,Woiiiii...!!!Saya sudah mengajukan vaccine non indonesia sudah 7 hari tp belum di approval.. Jadi saya tidak bisa vaksik booster karna datanya belum maksuk yang vaksin ke 1 sama ke 2 nya. Alhasil saya tidak bisa bekerja karena persyaratannya harus sudah vaksin ke 3.. Indonesia sudah njrimet kebanyakan peraturan. Mbokya jgn di bikin lelet ..
m.najeb unchy,4,2022-10-17 06:53:56,"Tolong diperbaiki aplikasiY,,,kok sertifikat vaksin ngak mau muncul2,,,loadingY lama,,saat dibtuhkan kok malah busuk bgini aplikasiY,,padahal udah UPDATE"
Maula Akmal Al-Fikri Yusuf,1,2022-10-16 05:56:38,"aplikasi negara kok sampah,.. suruh samain nik dan nama sama di ktp,udah disamain tetep gabisa daftar,.. tolol sekali,.."
Winto Bagaskara,5,2022-10-16 02:48:41,"Aplikasi ini sangat membantu dalam memenuhi syarat melakukan perjalanan keluar daerah lebih khusus ketika melakukan perjalanan menggunakan pesawat,terima kasih."
Planet Exo,1,2022-10-15 16:37:49,"Tidak dapat daftar aplikasi, setelah melakukan pergantian Email dan nomor telp, padahal sudah melakukan konfirmasi via WA, dan sudah 1 bukan lebih tetap tidak bisa daftar, dan masih harus menunggu entah sampai kapan menunggunya"
Ace Rajes,1,2022-10-15 11:58:06,"Ini gimana yg bikin apps kok pilihan tahunnya g ada, malah hrs klik tanda panah mulu sampe ke tahun kelahiran kita.. ribet"
Hilmiatul hasanah216,2,2022-10-15 01:49:22,"Aplikasi nya kenapa? Setiap saya mau check in selalu berwarna merah padahal sudah booster sudah info juga ke email atau WhatsApp peduli lindungi tapi status masih sama berwarna merah,, ini sangat menghambat aktivitas saya gimana solusinya"
Rizqy Damar,3,2022-10-14 20:19:48,UI/UX nya kurang. Harusnya dibuat mudah lagi. Terutama dibagian lihat sertifikat.
Nisrina siti Fatimah,1,2022-10-14 14:35:05,"Gimana ini apknya??? Mau klaim masak ""terlalu banyak percobaan coba kembali lagi besok"" terusss?!!!! Saya udah seminggu gitu terus padahal baru 1x doang masukin data! Maunya gmn? update udah bisa kagak!!benerin dong jgn update doang bisanya!! 🤬"
Fariz Fahrur Rozi,5,2022-10-14 09:03:37,"Mohon diperbaiki,updte trz pada saat dibutuhkan malah eror, dan lama loadingnya,"
fajar Nur,1,2022-10-14 07:11:00,Knp sekarang apk ini susah buat download sertifikat.. gak ada membantu nya. Tolong di benahi lagi apk nya . Hampir 10 kali gagal terus. Salah nya dimana coba . Semua udah sesuai arahan . Apk nya dah gak bagus. Terima kasih.
Fian Knockout,3,2022-10-13 17:05:35,haloo minn mau tanya nih kan dulu udh login di aplikasi ini trs udh vaksin tahap 1 sama 2 tpi ada kejadian hp hilang trs mau login lagi dengan nomer yg lain kok gabisa ya boleh di bantu min ????
Sari Harmasari,1,2022-10-13 14:48:34,Ribet untuk masuk klaim dengan option yg ga terlalu privasi..... Sudah ada nik mash susah masuk kalo plihan gambarnya keliru
Amrullah Amru,1,2022-10-13 12:37:28,"Sangat tidak bisa membantu saya di usir tes interview gara"" tidak bisa menunjukkan sertifikat vaksin di pedulilindungi padahal jaringan baik dan saya Sudah buka sampe beberapa hari tapi tidak bisa di buka padahal data"" yg saya masukan SDH benar Mohon di bantu biar bisa temukan sertifikat vaksin nya..."
Nando Grow823,1,2022-10-13 11:50:00,"Aplikasi sampah, mendaftar saja sulit masuk . Katanya sudah 3 kali daftar tapi tak bisa masuk ke aplikasinya"
Nila Pualasari,4,2022-10-13 11:29:41,Setelah update malah tidak bisa cek lokasi dan ketersediaan vaksin terdekat. Mohon diperbaiki
MUHAMAD RIZKI,2,2022-10-13 10:30:40,"Ga bisa ngecek sertifikat vaksin, lokasi vaksin, Loading terus padahal jaringan stabil, eh pas loading lama selesai malah layar full putih aneh. Update malah makin jelek dari pada versi kemarin mending gaush update udah biasa pake yang kemaren kalo bisa."
hendri buanan,3,2022-10-13 03:45:09,"Aplikasi nya kok tidak compatible di hp saya ya? Android versi 5, tolong supaya pengembang bisa update biar bisa dipakai di semua versi android, karena tidak semua orang punya hp android versi terbaru.. Terimakasih"
Achmad Yusril k,1,2022-10-13 01:39:36,"udah 3x vaksin diaplikasi malah muncul cuman 2, dan kedua sertifikat tersebut cuman bertuliskan sertifikat pertama, yang ke2 dan ke3 mana? apk apaan dah bukanya mempermudah malah mempersulit, jadi ga bisa buat lamar pekerjaan. aplikasi yang sangat buruk"
Ilham Septiawan (Ilham septiawan),1,2022-10-13 01:19:04,"Lemot banget aplikasinya najis, ga niat bikin, aplikasi bikin darah tinggi lemotnya minta apun, lain kali kalo mau bikin niatin dulu baru bikin aplikasinya, tolong di perbaikin dong hadeeeeh"
Marjuki 17,1,2022-10-12 22:53:13,Kok mau daftar kaga bisa ya padahal nama ktp sama nik sudah benar. Pas di klik daftar malah ada tulisan priksa kembali lagi nik dan nama. Aneh jadi binggung gmna daftarnya ini
Zulfan Thariefha,1,2022-10-12 13:53:36,"Apk gak jelas , bukannya membantu tapi malah bikin stress udah daftar seusai data KTP malah tetep gak bisa"
AHMAD FACHROZI,1,2022-10-12 12:32:42,Sertifikat vaksin susah diakses. Menu scan di tempat umum susah diakses. Penampilan kurang menarik. Lebih rumit dan membuat kesusahan
santo -,2,2022-10-12 08:50:34,"setelah update terbaru , sertifikat tidak muncul , sudah clear data , sudah hapus aplikasi , tetep aja gk muncul , tp di web sertifikatnya muncul"
Riky Reza Pradana,1,2022-10-12 06:48:15,"Terpaksa install karena sering perjalanan naik pesawat, sebenarnya g mau install tapi terpaksa. Y sudah lah"
Andi Krisdianto,1,2022-10-12 04:25:31,"Tolong lah data vaksin saya dari luar negri segera aprove , biar cepat bisa vaksin ke 3 di Indonesia, saya sudah daftar n msukan sertifikat vaksin saya sbelum pulang dri luar negri, sya harus segera brangkt lagi ke luar negri untuk bekerja, klau tidak cepat berangkt, saya terkendala masalah visa kerja,, tolong.. jangan mempersulit.."
Feby Maharani,1,2022-10-12 01:33:38,"Aduhh..gimana cara menjalankan aplikasi kalo pas mau liat sertifikat vaksin aja gak bisa..malah yg ditampilin warna putih. Kalo kayak gini gak ada gunanya atuh. Buat apa disuruh download ni aplikasi kalo kagak bisa dipake. Tolong sistem nya di perbaiki lagi ya min. Soalnya saya malu kalo harus ketahan di depan mall cuma gara-gara aplikasi error' ini, udah coba berkali-kali, tapi ttp gak bisa diakses, malu orang dibelakang pada nunggu. Padahal sinyal di sana bagus + baru isi kuota juga."
Ipay Gokong,1,2022-10-12 01:31:25,"Mau masuk nomernya di hp yg hilang, jadi engga bisa nerima kode OTP, mau registrasi ulang NIKnya sudah terdaftar, sudah mengubungi pihak yg bersangkutan, di suruh regis berkala tapi tetap tidak bisa"
Riana95 Riana95,5,2022-10-12 01:04:02,"Aplikasi nya sangat bagus tp,kenapa ya masih blm keluar tiket vaksin ke 3 ini dh mau 3 bulan,tolong donk di bantu"
Muhammad Esa,1,2022-10-11 15:14:44,"Cuma buat login aja susah padahal kata sandi sama email udah bener, suruh isi kolom yang benar padahal cuma ngisi email, email udah bener tapi masih gak bisa masuk"
KinG K,2,2022-10-11 15:12:56,Tadinya bintang 3 sekarang tak kasih bintang 2 karena aplikasi ini ancur-ancuran dan bapuk. Masa setelah update sertifikat vaksin sudah tidak terbaca dan harus klaim ulang. Klaim ulang di aplikasi ini yg sungguh Bapuk dan ancur-ancuran.
RapDs Note,1,2022-10-11 14:53:46,"Kekita mau liat sertifikat Vaksin malah gak muncul signal udah bagus, padahal dulu sebelum update bisa cek sertifikat Vaksin emang aneh padahal Hp bagus juga udah android 12. Aneh juga"
fadri chen,1,2022-10-11 13:12:13,"Informasi vaksin tidak update,data di app dgn kondisi real dilapangan berbeda,ketika dihubungi petugas sudah tau & mengakui sudah menerima banyak keluhan & mengakui tidak bisa memberikan solusi,hanya permohonan maaf."
cici rahayu,1,2022-10-11 09:46:16,"Aplikasi susah banget dipakai, mau klaim sertifikat susah. Sudah masukan sesuai yang diminta. Tetep aja ngga bisa. Ribet banget, udah coba di web tetep ngga bisa. Payah"
umar ramli,1,2022-10-11 09:13:48,"Entah kenapa ketika cek sertifikat hanya muncul warna putih. Ada solusi? Ini sudah update, sudah hapus data juga loh.."
Sutomo Tomo,1,2022-10-11 05:48:59,"Sering error,minta diperbarui terus,and enggak bisa dibuka aplikasinya."
Didik Doank,1,2022-10-11 03:12:44,Aplikasi parah yang jawab robot semua. Kalau tidak kopy paste. Terus di ulang2 pertanyaanya. Bukan mempermudah malah di persulit Parah pelayananya..
Siti Maimuna,5,2022-10-11 00:05:03,Kenapa lelet sekali iya mau buka pelindungi ini dan harus ketik nomer lagi kemarin sudah lancar2 aja kenapa sekarang lelet banget tolong di perbaiki lagi dong ini kan dari pemerin tah sekarang mau naik krl atau kereta ke maal harus ada pelindungi tapi kalau lelet kayak gini gemana iya padahal klau pepergian jarak jauh harus ada pelindungi dri hpi dn krtunya vaksin nys sudah gak berlaku kenapa jadi eror kayak gini seh tambah parah malah
Streamer Lokal,1,2022-10-10 13:20:21,"Kok kode verifikasi sdh 3 kali terkirim di nomor yang sama tidak ada masuk,.tlong di perbaiki lah min, bikin susah saja ngurusnya, udah ketik nomor hp tpi tdk bisa daftar"
Astri Dayani,4,2022-10-10 11:27:15,"Aplikasinya sangat bagus, ku harap setelah di ubdet ada fitur lokasi vaksin yg terdekat. & yang lain2 lagi... 😁😁😁. Terima kasih 💗💗"
Ahmad Pratama,5,2022-10-10 09:19:24,"Mau kasih saran untuk input tangal lahirnya mohon di isi input angka sendiri aja ,kelamaan aplikasi terlalu berat"
Permata Trans,1,2022-10-10 07:06:18,"Aplikasi bodoh,,daftar pakai nomer passport tapi pas pengisian sertifikat VNI selalu gagal tertulis NIK can't be blank, padahal sertifikat vaksin sudah sama dengan identitas passport"
Arif Suparto,5,2022-10-10 05:22:50,"Sesuai kebutuhan era digital, mantab dan memudahkan perjalanan dll...."
Sumardi Mo Wagiman,1,2022-10-10 03:37:06,"Sertifikat gak bisa di akses, berbagai cara yang di anjurkan tetep gak bisa .. pakai wa juga gak bisa.."
Erwin Sunardi,1,2022-10-10 03:37:05,"Apk ngebuh selau dan selalu menghilang data saya di sini dan tidak ada satipun sertifikat saya, mohon untuk segera diperbaiki"
Ariez Al kahfi,2,2022-10-09 23:13:55,aneh setiap kali mau login selalu user not found menyebalkan padahal nomor tlp sudah benar dan terdaftar tapi susah login
Pemi Hicate,1,2022-10-09 14:58:04,Pas daftar selalu muncul nama dan nik tidak cocok padahal udah sama. Pantes aja banyak yang kasih bintang1
aditya,1,2022-10-09 14:38:36,"ga jelas, data diri udh bener malah ga bisa di save, alasan nya ""sesuaikan nama dengan NIK"", padahal udh bener itu dua-duanya, ga jelas sekali aplikasi ini"
Bakery Roti,1,2022-10-09 10:36:22,Sangat sangat sangat buruk. Kenapa nomer NIK saya bisa dipakai orang lain. Aplikasi yang kurang baik kerna masih ada duplikat ID pengguna. Kecewa aplikasi ini yang sekedar alat formalitas.
MUTIARA AISYAH,1,2022-10-09 08:08:31,Aplikasi ini sangat merepotkan dan lambat sekali bahkan bisa dibilang salah satu aplikasi yang paling terlambat didunia
Riady Amartha (HAKAS),1,2022-10-09 06:53:39,Aplikasi kok jadi tambah ribet. Data sebelumnya kemana kok malah harus isi data data lagi. Sudah diisi malah bilangnya sertifikat tidak tersedia. Aplikasi nyusahin
Sunar Sih,5,2022-10-09 06:46:26,"Sebelum2 bagus,alhamdulillah tdk ada kendala,mudah2an seterus y bagus tdk ada kesulitan stiap mau buka apk,"
Sri Harini,2,2022-10-08 16:33:49,Aplikasi terus mengalami forced close pada seri HP Nokia 3.1 (plus). Padahal aplikasi sudah terupdate versi terbaru.
indah sri purwati2,3,2022-10-08 14:40:50,Kalo bisa tambah mode gelap sma mode offline donk biar bisa ttep buka wlaupun d daerah sulit sinyal+minim quota..
Sofwan Nurdiansyah,1,2022-10-08 13:25:46,"Ngeload teruss masa mau cek riwayat vaksinasi sama tes covid aja load terus gak muncul² tiba² blank putih tampilan nyah, nge close tiba² not responding, developer nya niat gak sih bikin aplikasi nya"
Dir Ali,1,2022-10-08 08:45:00,"Jelek banget tidak bisa ganti nomor HP atau model yg diinput harusnya nik bukan nomor HP, pas kebetulan HP saya hilang gimana nih. Jelek banget aplikasinya ga mutu. Buang buang anggaran pemerintahan aja. Payah"
Mr. Agusana,1,2022-10-08 06:56:02,Aplikasi kaga jelas uda update tapi gak bisa scan mana signal full 5 bar
Amelia Sanjaya,1,2022-10-08 03:21:15,"Yallah kalo lgi buru2 ngejar kereta selalu gagal terus,, repot bngt update setiap saat ,, mohon di perbaikin mempersulit aktivitas berpergian terutama saat mau brngkat kerja menyita waktu bngt 😩"
Uus Witwicky,1,2022-10-07 19:30:39,"Gak bisa daftar ....sesuaikan nik dan nama sperti di ktp. ..udah bner"" sesuai bgt ..di coba gak pernah bisa . Apa"" harus pake ini ..daftar akun aja gak bisa ..mantep emang"
Paijho,1,2022-10-07 14:44:12,"Tidak heran aplikasi Negara, awut²an asal bikin trus bisa dibuka, kmren aturan transportasi gak bisa dibuka skrg malah tambah lihat sertifikat vaksin gk bisa, cm blank putih doang,padahl di versi sblmnya aman² saja trus di email jawabnya muter² minta lengkapi ini itu surat vaksin dr faskeslah apalah gk jelas, Gk usah bikin aplikasi suruh bikin jenang dodol aja programernya..."
Ismi Triswati,1,2022-10-07 12:17:57,Error gak bisa dan tiba2 ngeblank. Pdhal mau download sertifikat vaksin kedua tp gk ada. Masyarakat diatur tp mlh mempersulit gini.
Sherly Sukirman,3,2022-10-07 10:54:58,"Maaf pak kalau bisa jgn sering2 perbaruin, hp nya saya jadul RAM tidak cukup jadi susah. Terima kasih."
Anggadwi saputra,1,2022-10-06 23:50:23,"Minta tolong lah yg bnr apknya, saya mau ngeklaim sertifikat vaksin dari luar negeri aja tdk bisa terus, harus bagaimana ini, sedangkan kalau mau kerja hrus pakai barcode diperdulilindungi , masak saya org semarang harus ngurus sampai Jakarta, trs untk apa ada apk ini?????"
